number,number_suffix,directional,pre_modifier,pre_type,separator,street_name,street_type,subaddress_type,subaddress_id,floor,building,zip,postal_community,state,status,longitude,latitude,x,y
203,,,,,,MOUNTAIN VIEW,PLACE,,,,,97527,GRANTS PASS,OR,Other,-13723121.7805,5225027.398100004,-13723121.7805,5225027.398100004
180,,,,,,MOUNTAIN VIEW,PLACE,,,,,97527,GRANTS PASS,OR,Other,-13723212.493900001,5224978.134599999,-13723212.493900001,5224978.134599999
3116,,,,,,ROGUE RIVER,HIGHWAY,,,,,97527,GRANTS PASS,OR,Other,-13723309.5704,5224973.835500002,-13723309.5704,5224973.835500002
181,,,,,,MOUNTAIN VIEW,PLACE,,,,,97527,GRANTS PASS,OR,Other,-13723121.738,5224976.922200002,-13723121.738,5224976.922200002
161,,,,,,MOUNTAIN VIEW,PLACE,,,,,97527,GRANTS PASS,OR,Other,-13723121.3325,5224890.197700001,-13723121.3325,5224890.197700001
120,,,,,,MOUNTAIN VIEW,PLACE,,,,,97527,GRANTS PASS,OR,Other,-13723183.3911,5224873.260399997,-13723183.3911,5224873.260399997
3443,,,,,,ROGUE RIVER,HIGHWAY,,,,,97527,GRANTS PASS,OR,Other,-13722657.819600001,5224679.278700002,-13722657.819600001,5224679.278700002
3381,,,,,,ROGUE RIVER,HIGHWAY,,1,,,97527,GRANTS PASS,OR,Other,-13722814.076200001,5224778.537699997,-13722814.076200001,5224778.537699997
308,,SOUTH,,,,GORDON,WAY,,,,,97527,GRANTS PASS,OR,Other,-13722715.692400001,5224184.6862,-13722715.692400001,5224184.6862
3251,,,,,,ROGUE RIVER,HIGHWAY,,,,,97527,GRANTS PASS,OR,Other,-13723032.7806,5224630.829700001,-13723032.7806,5224630.829700001
2065,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Other,-13731536.9538,5227162.482299998,-13731536.9538,5227162.482299998
2027,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Other,-13731472.2967,5227171.138099998,-13731472.2967,5227171.138099998
270,,,,,,LINCOLN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731581.2974,5227014.0385000035,-13731581.2974,5227014.0385000035
2065,,,UPPER,,,RIVER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731546.8497,5227120.205499999,-13731546.8497,5227120.205499999
225,,,,,,LINCOLN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731464.2006,5227081.995999999,-13731464.2006,5227081.995999999
2251,,,UPPER,,,RIVER ROAD,LOOP,,,,,97526,GRANTS PASS,OR,Current,-13731943.787700001,5227163.477300003,-13731943.787700001,5227163.477300003
2064,,,UPPER,,,RIVER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731538.1169,5227271.163400002,-13731538.1169,5227271.163400002
2087,,,UPPER,,,RIVER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731585.807500001,5227165.036899999,-13731585.807500001,5227165.036899999
2133,,,UPPER,,,RIVER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731686.6084,5227174.785400003,-13731686.6084,5227174.785400003
167,,,,,,FAIRFIELD,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731610.8514,5227348.4098000005,-13731610.8514,5227348.4098000005
2086,,,UPPER,,,RIVER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731594.858,5227238.239600003,-13731594.858,5227238.239600003
2950,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13723005.701000001,5227023.412100002,-13723005.701000001,5227023.412100002
2994,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13722954.5045,5227020.130999997,-13722954.5045,5227020.130999997
3014,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13722906.827300001,5227041.392300002,-13722906.827300001,5227041.392300002
2924,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13723096.1959,5226946.676100001,-13723096.1959,5226946.676100001
2910,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Current,-13723185.711,5226894.2897000015,-13723185.711,5226894.2897000015
3000,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13722904.5175,5226898.081100002,-13722904.5175,5226898.081100002
3033,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Current,-13723090.7754,5226813.829400003,-13723090.7754,5226813.829400003
2938,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13723084.6667,5227052.979599997,-13723084.6667,5227052.979599997
2888,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13723204.2755,5226984.990800001,-13723204.2755,5226984.990800001
462,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723187.1153,5227696.761,-13723187.1153,5227696.761
186,,,,,,EDWARDS,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723362.8081,5227680.446199998,-13723362.8081,5227680.446199998
191,,,,,,EDWARDS,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723349.3942,5227584.4794000015,-13723349.3942,5227584.4794000015
405,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13722957.6519,5227595.560599998,-13722957.6519,5227595.560599998
449,,WEST,,,,JONES CREEK,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13723318.7424,5227518.401100002,-13723318.7424,5227518.401100002
396,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723186.491700001,5227481.479199998,-13723186.491700001,5227481.479199998
342,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723196.1457,5227410.866400003,-13723196.1457,5227410.866400003
337,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13722987.9891,5227271.813000001,-13722987.9891,5227271.813000001
275,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723120.6438,5227270.304799996,-13723120.6438,5227270.304799996
288,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723213.7777,5227316.772699997,-13723213.7777,5227316.772699997
2560,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13724091.357099999,5226983.949199997,-13724091.357099999,5226983.949199997
2465,,,,,,MOON MOUNTAIN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13724090.2766,5226676.635700002,-13724090.2766,5226676.635700002
1257,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734822.158,5225070.398599997,-13734822.158,5225070.398599997
1287,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734817.248300001,5225035.855599999,-13734817.248300001,5225035.855599999
1295,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734803.680300001,5225006.5886999965,-13734803.680300001,5225006.5886999965
2688,,,,,,SPRINKLE,WAY,,,,,97527,GRANTS PASS,OR,Other,-13734601.6943,5225380.893100001,-13734601.6943,5225380.893100001
2684,,,,,,SPRINKLE,WAY,,,,,97527,GRANTS PASS,OR,Other,-13734573.7966,5225381.247400001,-13734573.7966,5225381.247400001
2687,,,,,,SPRINKLE,WAY,,,,,97527,GRANTS PASS,OR,Other,-13734598.1271,5225344.725900002,-13734598.1271,5225344.725900002
1054,,,,,,RAINWOOD,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734561.3695,5225334.148000002,-13734561.3695,5225334.148000002
1049,,,,,,RAINWOOD,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734514.800099999,5225349.757700004,-13734514.800099999,5225349.757700004
1061,,,,,,RAINWOOD,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734512.5847,5225323.702100001,-13734512.5847,5225323.702100001
1077,,,,,,RAINWOOD,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734515.7524,5225293.487400003,-13734515.7524,5225293.487400003
1083,,,,,,RAINWOOD,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734515.278900001,5225265.148000002,-13734515.278900001,5225265.148000002
1011,,,,,,RAINWOOD,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734562.1617,5225319.371699996,-13734562.1617,5225319.371699996
1107,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734817.131000001,5225295.320600003,-13734817.131000001,5225295.320600003
2772,,,,,,COHO,COURT,,,,,97527,GRANTS PASS,OR,Other,-13734784.183600001,5225294.7179000005,-13734784.183600001,5225294.7179000005
1139,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734813.225200001,5225248.010600001,-13734813.225200001,5225248.010600001
2771,,,,,,COHO,COURT,,,,,97527,GRANTS PASS,OR,Other,-13734779.4605,5225246.994099997,-13734779.4605,5225246.994099997
1045,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734645.5337,5225376.753300004,-13734645.5337,5225376.753300004
1062,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734684.230999999,5225345.342600003,-13734684.230999999,5225345.342600003
1057,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734645.2108,5225349.418200001,-13734645.2108,5225349.418200001
1069,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734644.357900001,5225329.453900002,-13734644.357900001,5225329.453900002
1070,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734684.2268,5225305.260499999,-13734684.2268,5225305.260499999
1075,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734644.877999999,5225300.8191,-13734644.877999999,5225300.8191
1081,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734645.195500001,5225286.8467999995,-13734645.195500001,5225286.8467999995
1087,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734644.9947,5225255.8235,-13734644.9947,5225255.8235
2962,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735212.432799999,5225077.193599999,-13735212.432799999,5225077.193599999
2948,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735196.714499999,5225080.827100001,-13735196.714499999,5225080.827100001
2934,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735162.5209,5225076.8345,-13735162.5209,5225076.8345
2900,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735077.4026,5225081.524099998,-13735077.4026,5225081.524099998
2901,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735072.2644,5225054.388899997,-13735072.2644,5225054.388899997
1219,,,,,,DARNEILLE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735282.9734,5225030.389300004,-13735282.9734,5225030.389300004
2995,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735226.873,5225035.034900002,-13735226.873,5225035.034900002
2951,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735204.3295,5225031.0524,-13735204.3295,5225031.0524
2937,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735170.0493,5225036.495999999,-13735170.0493,5225036.495999999
2923,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735136.910500001,5225031.3147,-13735136.910500001,5225031.3147
2915,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735105.394000001,5225028.018799998,-13735105.394000001,5225028.018799998
2907,,,,,,LOIS,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735069.5295,5225021.239299998,-13735069.5295,5225021.239299998
1033,,,,,,ANGLER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734638.4751,5225401.710500002,-13734638.4751,5225401.710500002
1248,,,,,,DARNEILLE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735351.1507,5224977.880199999,-13735351.1507,5224977.880199999
2980,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735279.0275,5224966.0978000015,-13735279.0275,5224966.0978000015
2968,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735252.6003,5224964.031300001,-13735252.6003,5224964.031300001
2956,,SOUTHWEST,,,,GOLDEN ASPEN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13735187.5175,5225240.343000002,-13735187.5175,5225240.343000002
2940,,SOUTHWEST,,,,GOLDEN ASPEN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13735129.4186,5225241.301600002,-13735129.4186,5225241.301600002
2932,,SOUTHWEST,,,,GOLDEN ASPEN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13735095.3333,5225240.119900003,-13735095.3333,5225240.119900003
2924,,SOUTHWEST,,,,GOLDEN ASPEN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13735065.6888,5225239.366499998,-13735065.6888,5225239.366499998
1396,,,,,,RAYDEAN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13735004.111,5225102.368699998,-13735004.111,5225102.368699998
2954,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735219.2075,5224966.046300001,-13735219.2075,5224966.046300001
2940,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735190.436700001,5224962.4987,-13735190.436700001,5224962.4987
2934,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735161.7854,5224966.3719,-13735161.7854,5224966.3719
1402,,,,,,RAYDEAN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13735004.3115,5225028.2126,-13735004.3115,5225028.2126
1411,,,,,,RAYDEAN,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13734950.1573,5225003.204099998,-13734950.1573,5225003.204099998
120,,,,,,MARY LYNN,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734921.2889,5225021.363399997,-13734921.2889,5225021.363399997
115,,,,,,MARY LYNN,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734909.070799999,5224993.417000003,-13734909.070799999,5224993.417000003
1074,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734870.1139,5225389.726199999,-13734870.1139,5225389.726199999
1102,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734869.028099999,5225328.709100001,-13734869.028099999,5225328.709100001
1130,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734861.9553,5225270.795500003,-13734861.9553,5225270.795500003
1067,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734816.1581,5225389.365999997,-13734816.1581,5225389.365999997
2774,,,,,,TYEE,COURT,,,,,97527,GRANTS PASS,OR,Other,-13734788.632100001,5225391.220200002,-13734788.632100001,5225391.220200002
1099,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734815.877799999,5225339.002400003,-13734815.877799999,5225339.002400003
2773,,,,,,TYEE,COURT,,,,,97527,GRANTS PASS,OR,Other,-13734778.4737,5225341.019699998,-13734778.4737,5225341.019699998
1146,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734859.0441,5225234.3418999985,-13734859.0441,5225234.3418999985
1248,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734869.7379,5225095.971199997,-13734869.7379,5225095.971199997
1264,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734870.325100001,5225060.994000003,-13734870.325100001,5225060.994000003
1280,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734870.276700001,5225039.712399997,-13734870.276700001,5225039.712399997
1294,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734872.114799999,5225005.451700002,-13734872.114799999,5225005.451700002
1116,,,,,,KOKANEE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734867.8169,5225295.892800003,-13734867.8169,5225295.892800003
1480,,,,,,COMET,COURT,,,,,97527,GRANTS PASS,OR,Other,-13735236.6746,5224521.620700002,-13735236.6746,5224521.620700002
1481,,,,,,COMET,COURT,,,,,97527,GRANTS PASS,OR,Other,-13735190.5249,5224525.957999997,-13735190.5249,5224525.957999997
1471,,,,,,COMET,COURT,,,,,97527,GRANTS PASS,OR,Other,-13735196.132,5224483.684699997,-13735196.132,5224483.684699997
1470,,,,,,COMET,COURT,,,,,97527,GRANTS PASS,OR,Other,-13735227.3287,5224483.696500003,-13735227.3287,5224483.696500003
2979,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735268.040199999,5224917.532799996,-13735268.040199999,5224917.532799996
1495,,,,,,DARNEILLE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735283.4091,5224488.675700001,-13735283.4091,5224488.675700001
2979,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13735244.0078,5224421.0173999965,-13735244.0078,5224421.0173999965
2853,,,,,,GALAXY,WAY,,,,,97527,GRANTS PASS,OR,Other,-13735281.6734,5224583.212700002,-13735281.6734,5224583.212700002
1487,,,,,,DARNEILLE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13735278.938900001,5224522.370999999,-13735278.938900001,5224522.370999999
3099,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13735477.8798,5224424.108099997,-13735477.8798,5224424.108099997
3051,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13735404.8532,5224365.1963,-13735404.8532,5224365.1963
2820,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13734910.757399999,5224494.1193,-13734910.757399999,5224494.1193
3480,,,LOWER,,,RIVER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13734604.9062,5226946.530500002,-13734604.9062,5226946.530500002
2994,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13735196.3562,5226680.812299997,-13735196.3562,5226680.812299997
2992,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13735237.9308,5226693.367899999,-13735237.9308,5226693.367899999
2990,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13735278.1984,5226685.3697,-13735278.1984,5226685.3697
590,,,,,,SCHROEDER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734436.5177,5226561.898100004,-13734436.5177,5226561.898100004
596,,,,,,SCHROEDER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734390.2008,5226556.736599997,-13734390.2008,5226556.736599997
600,,,,,,SCHROEDER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13734349.8653,5226552.1423999965,-13734349.8653,5226552.1423999965
1376,,,,,,CONESTOGA,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13728040.0164,5224246.746299997,-13728040.0164,5224246.746299997
1321,,,,,,CONESTOGA,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13728099.7149,5224222.795299999,-13728099.7149,5224222.795299999
1466,,,,,,CONESTOGA,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13728032.3136,5224214.139600001,-13728032.3136,5224214.139600001
1633,,,,,,CONESTOGA,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13728101.918200001,5224181.355599999,-13728101.918200001,5224181.355599999
1628,,,,,,CONESTOGA,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13728031.1818,5224172.495499998,-13728031.1818,5224172.495499998
519,,SOUTHEAST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728020.9879,5226709.989399999,-13728020.9879,5226709.989399999
2101,,NORTHEAST,,,,SPALDING,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13725274.8948,5225731.8002,-13725274.8948,5225731.8002
1798,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13725691.9377,5225627.7951000035,-13725691.9377,5225627.7951000035
1501,,NORTHEAST,,,,F,STREET,,,,,97526,GRANTS PASS,OR,Current,-13726853.46,5226525.634599999,-13726853.46,5226525.634599999
229,,NORTHEAST,,,,BEACON,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13726373.2964,5226734.310999997,-13726373.2964,5226734.310999997
962,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727336.6452,5225586.957199998,-13727336.6452,5225586.957199998
966,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727307.8518,5225588.855300002,-13727307.8518,5225588.855300002
954,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727371.6617,5225574.426200002,-13727371.6617,5225574.426200002
976,,SOUTHEAST,,,,N,STREET,,1,,,97526,GRANTS PASS,OR,Other,-13727274.9786,5225583.762999997,-13727274.9786,5225583.762999997
973,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727285.9976,5225504.026900001,-13727285.9976,5225504.026900001
983,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727236.7284,5225522.5075,-13727236.7284,5225522.5075
951,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727292.2325,5225711.226800002,-13727292.2325,5225711.226800002
953,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727271.7225,5225665.170299999,-13727271.7225,5225665.170299999
947,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727322.1516,5225710.442100003,-13727322.1516,5225710.442100003
955,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727267.614599999,5225707.895199999,-13727267.614599999,5225707.895199999
987,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727205.340599999,5225524.015699998,-13727205.340599999,5225524.015699998
969,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727226.133299999,5225682.430600002,-13727226.133299999,5225682.430600002
986,,SOUTHEAST,,,,N,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727226.9614,5225575.157499999,-13727226.9614,5225575.157499999
229,,SOUTHWEST,,,,H,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728955.283599999,5226897.264899999,-13728955.283599999,5226897.264899999
1216,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730329.464200001,5226629.6701000035,-13730329.464200001,5226629.6701000035
1212,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730307.145,5226632.068099998,-13730307.145,5226632.068099998
1208,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730287.8968,5226630.708300002,-13730287.8968,5226630.708300002
1045,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730203.3212,5226709.278800003,-13730203.3212,5226709.278800003
602,,SOUTHWEST,,,,ALDER,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730249.6499,5226695.3500000015,-13730249.6499,5226695.3500000015
611,,SOUTHWEST,,,,ALDER,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730207.3072,5226661.5066,-13730207.3072,5226661.5066
614,,SOUTHWEST,,,,ALDER,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730252.6899,5226644.183899999,-13730252.6899,5226644.183899999
1220,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730353.6224,5226755.1624,-13730353.6224,5226755.1624
605,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730355.1668,5226693.962700002,-13730355.1668,5226693.962700002
615,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730356.8441,5226640.1677,-13730356.8441,5226640.1677
1110,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730164.8826,5226634.462099999,-13730164.8826,5226634.462099999
615,,SOUTHWEST,,,,ALDER,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730206.4331,5226640.747100003,-13730206.4331,5226640.747100003
1202,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730257.271200001,5226755.9636999965,-13730257.271200001,5226755.9636999965
1217,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730343.5165,5226591.662799999,-13730343.5165,5226591.662799999
1215,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730310.799899999,5226589.4714,-13730310.799899999,5226589.4714
1207,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730278.9525,5226578.239799999,-13730278.9525,5226578.239799999
1205,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730276.1342,5226539.6417,-13730276.1342,5226539.6417
1201,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730241.3547,5226581.3358,-13730241.3547,5226581.3358
705,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730354.5431,5226554.1818,-13730354.5431,5226554.1818
711,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730354.1636,5226525.882399999,-13730354.1636,5226525.882399999
719,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730354.5163,5226506.5559,-13730354.5163,5226506.5559
726,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730422.050900001,5226468.483000003,-13730422.050900001,5226468.483000003
101,,NORTHWEST,,,,A,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728477.784699999,5227647.225199997,-13728477.784699999,5227647.225199997
629,,NORTHEAST,,,,6TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728382.3655,5227610.568099998,-13728382.3655,5227610.568099998
111,,NORTHEAST,,,,A,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728367.4022,5227608.787299998,-13728367.4022,5227608.787299998
324,,SOUTHWEST,,,,6TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728807.2326,5226792.625100002,-13728807.2326,5226792.625100002
424,,SOUTHWEST,,,,6TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728856.586,5226681.761200003,-13728856.586,5226681.761200003
150,,SOUTHEAST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728759.2728,5226542.947099999,-13728759.2728,5226542.947099999
123,,SOUTHEAST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728835.715,5226488.8116,-13728835.715,5226488.8116
800,,SOUTHEAST,,,,9TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728641.3041,5226049.002700001,-13728641.3041,5226049.002700001
707,,SOUTHEAST,,,,9TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728534.9353,5226192.644699998,-13728534.9353,5226192.644699998
712,,SOUTHEAST,,,,9TH,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728583.9701,5226181.030500002,-13728583.9701,5226181.030500002
709,,SOUTHEAST,,,,9TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728546.786,5226161.551299997,-13728546.786,5226161.551299997
323,,SOUTHEAST,,,,RIVERSIDE,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13728618.5205,5226115.148699999,-13728618.5205,5226115.148699999
