number,number_suffix,directional,pre_modifier,pre_type,separator,street_name,street_type,subaddress_type,subaddress_id,floor,building,zip,postal_community,state,status,longitude,latitude,x,y
1015,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729949.6917,5227328.7157000005,-13729949.6917,5227328.7157000005
1011,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729922.400600001,5227326.553499997,-13729922.400600001,5227326.553499997
1007,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729905.1116,5227322.0967999995,-13729905.1116,5227322.0967999995
1003,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729891.9298,5227294.352899998,-13729891.9298,5227294.352899998
915,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729847.9308,5227299.876500003,-13729847.9308,5227299.876500003
911,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729823.524,5227289.0458,-13729823.524,5227289.0458
907,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729806.0533,5227277.758900002,-13729806.0533,5227277.758900002
1012,,SOUTHWEST,,,,JORDAN,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729949.707600001,5227264.812200002,-13729949.707600001,5227264.812200002
1008,,SOUTHWEST,,,,JORDAN,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729934.4125,5227254.887199998,-13729934.4125,5227254.887199998
1000,,SOUTHWEST,,,,JORDAN,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729904.010200001,5227257.301600002,-13729904.010200001,5227257.301600002
908,,SOUTHWEST,,,,JORDAN,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729865.4429,5227228.206799999,-13729865.4429,5227228.206799999
501,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729152.6802,5227133.539800003,-13729152.6802,5227133.539800003
505,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13729175.7721,5227143.627899997,-13729175.7721,5227143.627899997
118,,NORTHEAST,,,,C,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728449.6428,5227435.042999998,-13728449.6428,5227435.042999998
138,,NORTHEAST,,,,C,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728394.343,5227431.216700003,-13728394.343,5227431.216700003
325,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729113.338,5227115.6862,-13729113.338,5227115.6862
350,,SOUTHWEST,,,,H,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729140.1632,5227052.396700002,-13729140.1632,5227052.396700002
748,,SOUTHEAST,,,,7TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728879.3236,5226240.5842999965,-13728879.3236,5226240.5842999965
360,,,,,,SHORT,STREET,,,,,97527,GRANTS PASS,OR,Other,-13729699.317699999,5225244.346199997,-13729699.317699999,5225244.346199997
511,,,,,,SHORT,STREET,,,,,97527,GRANTS PASS,OR,Other,-13729769.590599999,5225266.643600002,-13729769.590599999,5225266.643600002
369,,,,,,SHORT,STREET,,,,,97527,GRANTS PASS,OR,Other,-13729766.372499999,5225210.762000002,-13729766.372499999,5225210.762000002
367,,,,,,SHORT,STREET,,,,,97527,GRANTS PASS,OR,Other,-13729724.6886,5225210.484099999,-13729724.6886,5225210.484099999
363,,,,,,SHORT,STREET,,,,,97527,GRANTS PASS,OR,Other,-13729699.142099999,5225203.413699999,-13729699.142099999,5225203.413699999
2124,,,,,,GARDEN VALLEY,WAY,,,,,97526,GRANTS PASS,OR,Other,-13731754.8217,5225763.5845,-13731754.8217,5225763.5845
2128,,,,,,GARDEN VALLEY,WAY,,,,,97526,GRANTS PASS,OR,Other,-13731747.400600001,5225727.520900004,-13731747.400600001,5225727.520900004
2114,,SOUTHWEST,,,,RHUMBA,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13731739.666000001,5225851.7201000005,-13731739.666000001,5225851.7201000005
2110,,SOUTHWEST,,,,RHUMBA,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13731744.7357,5225798.053099997,-13731744.7357,5225798.053099997
932,,,,,,SCHAEFERS,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731999.4539,5225820.012199998,-13731999.4539,5225820.012199998
934,,,,,,SCHAEFERS,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731971.648699999,5225821.197300002,-13731971.648699999,5225821.197300002
1010,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731861.091699999,5225851.770199999,-13731861.091699999,5225851.770199999
1011,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731822.250500001,5225839.097900003,-13731822.250500001,5225839.097900003
1100,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731863.9103,5225808.2304000035,-13731863.9103,5225808.2304000035
1015,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731794.754700001,5225816.1611,-13731794.754700001,5225816.1611
1105,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731816.367600001,5225784.125,-13731816.367600001,5225784.125
2220,,,,,,WEBSTER,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13731940.5131,5225723.3869,-13731940.5131,5225723.3869
1110,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731861.1315,5225780.801399998,-13731861.1315,5225780.801399998
1120,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731869.487,5225751.534100004,-13731869.487,5225751.534100004
1115,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731815.0324,5225749.1514,-13731815.0324,5225749.1514
1130,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731861.1452,5225726.473200001,-13731861.1452,5225726.473200001
1125,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731811.835900001,5225714.8737,-13731811.835900001,5225714.8737
1140,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731868.1197,5225689.529700004,-13731868.1197,5225689.529700004
1135,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731814.103500001,5225686.913599998,-13731814.103500001,5225686.913599998
1150,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731864.0834,5225664.5704,-13731864.0834,5225664.5704
1160,,,,,,DONEEN,LANE,,,,,97526,GRANTS PASS,OR,Other,-13731869.9426,5225640.065300003,-13731869.9426,5225640.065300003
920,,,,,,SCHAEFERS,LANE,,,,,97526,GRANTS PASS,OR,Other,-13732016.554299999,5225856.267999999,-13732016.554299999,5225856.267999999
930,,,,,,SCHAEFERS,LANE,,,,,97526,GRANTS PASS,OR,Other,-13732016.6511,5225831.066699997,-13732016.6511,5225831.066699997
241,,,,,,BUYSMAN,WAY,,,,,97526,GRANTS PASS,OR,Other,-13723197.1974,5227142.205899999,-13723197.1974,5227142.205899999
2944,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13723072.0802,5227112.4147000015,-13723072.0802,5227112.4147000015
2882,,,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13723214.6055,5227038.558499999,-13723214.6055,5227038.558499999
175,,,,,,RICHLAND,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13724092.6216,5227419.518700004,-13724092.6216,5227419.518700004
169,,,,,,RICHLAND,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13724074.4202,5227337.755500004,-13724074.4202,5227337.755500004
167,,,,,,RICHLAND,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13723976.4561,5227339.220700003,-13723976.4561,5227339.220700003
2665,,,,,,PEARCE PARK,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13723865.8225,5226666.405699998,-13723865.8225,5226666.405699998
2720,,,,,,MOON MOUNTAIN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13723753.5415,5226643.347999997,-13723753.5415,5226643.347999997
2800,,,,,,MOON MOUNTAIN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13723625.8522,5226532.325999998,-13723625.8522,5226532.325999998
2655,,,,,,MOON MOUNTAIN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13723896.794300001,5226665.157700002,-13723896.794300001,5226665.157700002
2635,,,,,,MOON MOUNTAIN,ROAD,,,,,97526,GRANTS PASS,OR,Other,-13724029.9749,5226602.516999997,-13724029.9749,5226602.516999997
3667,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736851.893199999,5225138.784900002,-13736851.893199999,5225138.784900002
3682,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13736704.7725,5224884.064000003,-13736704.7725,5224884.064000003
3580,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13736570.8812,5224757.512999997,-13736570.8812,5224757.512999997
668,,,,,,ROGUE RIDGE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13736503.3928,5225815.0726,-13736503.3928,5225815.0726
3499,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736397.6743,5225707.596500002,-13736397.6743,5225707.596500002
585,,,,,,ROGUE RIDGE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13736468.638500001,5226023.924000002,-13736468.638500001,5226023.924000002
584,,,,,,ROGUE RIDGE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13736565.566399999,5225991.5205999985,-13736565.566399999,5225991.5205999985
627,,,,,,ROGUE RIDGE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13736439.4041,5225935.6049000025,-13736439.4041,5225935.6049000025
626,,,,,,ROGUE RIDGE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13736534.4529,5225902.541500002,-13736534.4529,5225902.541500002
3387,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736153.206500001,5225947.504299998,-13736153.206500001,5225947.504299998
669,,,,,,ROGUE RIDGE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13736412.433600001,5225858.186999999,-13736412.433600001,5225858.186999999
182,,,,,,JEMS RIFFLE,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736373.695799999,5226001.257700004,-13736373.695799999,5226001.257700004
798,,,,,,SOLITUDE,LANE,,,,,97527,GRANTS PASS,OR,Other,-13736275.243,5225966.321599998,-13736275.243,5225966.321599998
3500,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736349.3467,5225911.786200002,-13736349.3467,5225911.786200002
3595,,SOUTH,,,,RIVER,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736568.4838,5225630.086800002,-13736568.4838,5225630.086800002
3420,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736219.694699999,5225580.193599999,-13736219.694699999,5225580.193599999
3382,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736142.0952,5225586.226999998,-13736142.0952,5225586.226999998
3635,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736709.0239,5225517.693400003,-13736709.0239,5225517.693400003
3597,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736636.7269,5225461.034000002,-13736636.7269,5225461.034000002
3549,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736537.2172,5225469.419,-13736537.2172,5225469.419
3535,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736535.891800001,5225135.190200001,-13736535.891800001,5225135.190200001
3505,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736433.682500001,5225495.755400002,-13736433.682500001,5225495.755400002
3497,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736369.7893,5225206.4169000015,-13736369.7893,5225206.4169000015
3487,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736330.5129,5225388.3169,-13736330.5129,5225388.3169
3461,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736305.8393,5225494.272699997,-13736305.8393,5225494.272699997
3383,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736153.3319,5225500.432800002,-13736153.3319,5225500.432800002
3625,,,,,,LEONARD,ROAD,,,,,97527,GRANTS PASS,OR,Other,-13736712.693599999,5225441.431999996,-13736712.693599999,5225441.431999996
1820,,,,,,MCCARTER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13730778.7119,5223847.060599998,-13730778.7119,5223847.060599998
1825,,,,,,MCCARTER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13730756.5777,5223827.878700003,-13730756.5777,5223827.878700003
1888,,,,,,MCCARTER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13730819.5798,5223816.998999998,-13730819.5798,5223816.998999998
1891,,,,,,MCCARTER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13730751.200100001,5223797.313000001,-13730751.200100001,5223797.313000001
1894,,,,,,MCCARTER,LANE,,,,,97527,GRANTS PASS,OR,Other,-13730843.593899999,5223783.652999997,-13730843.593899999,5223783.652999997
870,,,,,,REDWOOD,HIGHWAY,,,,,97527,GRANTS PASS,OR,Other,-13730647.0159,5224574.772600003,-13730647.0159,5224574.772600003
926,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13730767.9526,5224534.001100004,-13730767.9526,5224534.001100004
202,,NORTHEAST,,,,BEACON,DRIVE,,,,,97526,GRANTS PASS,OR,Other,-13726723.875599999,5226620.621799998,-13726723.875599999,5226620.621799998
1751,,NORTHEAST,,,,FOOTHILL,BOULEVARD,,,,,97526,GRANTS PASS,OR,Other,-13725747.408300001,5227132.689300001,-13725747.408300001,5227132.689300001
2031,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Other,-13725755.9485,5227000.6219,-13725755.9485,5227000.6219
2008,,NORTHEAST,,,,FAIRVIEW,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13725837.4155,5226863.458300002,-13725837.4155,5226863.458300002
2010,,NORTHEAST,,,,FAIRVIEW,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13725801.3737,5226863.361599997,-13725801.3737,5226863.361599997
2024,,NORTHEAST,,,,FAIRVIEW,AVENUE,,,,,97526,GRANTS PASS,OR,Current,-13725744.294599999,5226918.721600004,-13725744.294599999,5226918.721600004
2074,,NORTHEAST,,,,FAIRVIEW,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13725689.349,5226858.325900003,-13725689.349,5226858.325900003
2012,,NORTHEAST,,,,FAIRVIEW,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13725776.9418,5226855.5383,-13725776.9418,5226855.5383
2026,,NORTHEAST,,,,FAIRVIEW,AVENUE,,,,,97526,GRANTS PASS,OR,Current,-13725741.7148,5226869.917599998,-13725741.7148,5226869.917599998
964,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727223.772599999,5225748.364,-13727223.772599999,5225748.364
1009,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727161.440299999,5225680.4406,-13727161.440299999,5225680.4406
1000,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727168.4563,5225776.305200003,-13727168.4563,5225776.305200003
1024,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727109.1642,5225789.630900003,-13727109.1642,5225789.630900003
732,,SOUTHEAST,,,,J,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727502.3905,5226326.7183,-13727502.3905,5226326.7183
100,,NORTHEAST,,,,MILL,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727623.5574,5226654.520499997,-13727623.5574,5226654.520499997
840,,NORTHEAST,,,,F,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727386.9154,5226931.476099998,-13727386.9154,5226931.476099998
825,,NORTHEAST,,,,F,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727393.398,5226845.5682,-13727393.398,5226845.5682
150,,NORTHEAST,,,,TERRY,LANE,,,,,97526,GRANTS PASS,OR,Other,-13726165.813299999,5226581.490599997,-13726165.813299999,5226581.490599997
190,,NORTHEAST,,,,TERRY,LANE,,,,,97526,GRANTS PASS,OR,Other,-13726082.5612,5226560.873800002,-13726082.5612,5226560.873800002
195,,NORTHEAST,,,,TERRY,LANE,,,,,97526,GRANTS PASS,OR,Other,-13725967.61,5226576.057099998,-13725967.61,5226576.057099998
935,,NORTHEAST,,,,TOKAY,HEIGHTS,,,,,97526,GRANTS PASS,OR,Other,-13726025.6978,5227993.916699998,-13726025.6978,5227993.916699998
242,,NORTHWEST,,,,E,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728847.6149,5227362.837700002,-13728847.6149,5227362.837700002
916,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729894.7102,5226752.066600002,-13729894.7102,5226752.066600002
921,,SOUTHWEST,,,,K,STREET,UNIT,B,,,97526,GRANTS PASS,OR,Current,-13729908.7647,5226697.527099997,-13729908.7647,5226697.527099997
905,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729865.2415,5226701.6511999965,-13729865.2415,5226701.6511999965
924,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729932.0032,5226751.143700004,-13729932.0032,5226751.143700004
920,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729914.1538,5226633.373099998,-13729914.1538,5226633.373099998
916,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729888.0867,5226634.752099998,-13729888.0867,5226634.752099998
910,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729872.258299999,5226632.650799997,-13729872.258299999,5226632.650799997
906,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729848.5191,5226631.695600003,-13729848.5191,5226631.695600003
923,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729926.053,5226707.711599998,-13729926.053,5226707.711599998
924,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729934.1348,5226633.7294000015,-13729934.1348,5226633.7294000015
903,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729831.9816,5226589.737899996,-13729831.9816,5226589.737899996
927,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729954.611499999,5226587.762500003,-13729954.611499999,5226587.762500003
923,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729928.157200001,5226582.6417,-13729928.157200001,5226582.6417
919,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729900.8039,5226588.7148,-13729900.8039,5226588.7148
913,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729869.0173,5226553.722599998,-13729869.0173,5226553.722599998
911,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729859.122299999,5226588.771200001,-13729859.122299999,5226588.771200001
1013,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730030.0114,5226588.574100003,-13730030.0114,5226588.574100003
1003,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729999.6066,5226584.6696000025,-13729999.6066,5226584.6696000025
915,,SOUTHWEST,,,,L,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729904.5536,5226534.781400003,-13729904.5536,5226534.781400003
110,,NORTHEAST,,,,A,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728345.4221,5227644.445600003,-13728345.4221,5227644.445600003
208,,SOUTHEAST,,,,M,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728845.7805,5226117.067199998,-13728845.7805,5226117.067199998
1006,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729884.3773,5227359.841200002,-13729884.3773,5227359.841200002
910,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729808.7614,5227323.828100003,-13729808.7614,5227323.828100003
906,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729786.2639,5227313.005599998,-13729786.2639,5227313.005599998
911,,SOUTHWEST,,,,FOUNDRY,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729775.2183,5227396.073299997,-13729775.2183,5227396.073299997
905,,SOUTHWEST,,,,FOUNDRY,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729761.857099999,5227379.159000002,-13729761.857099999,5227379.159000002
22,,SOUTHWEST,,,,ELM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729864.432500001,5227359.9113000035,-13729864.432500001,5227359.9113000035
914,,SOUTHWEST,,,,ISHAM,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729825.4147,5227343.173299998,-13729825.4147,5227343.173299998
411,,NORTHEAST,,,,F,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728147.6529,5226884.8379999995,-13728147.6529,5226884.8379999995
757,,SOUTHEAST,,,,6TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728991.457,5226274.475100003,-13728991.457,5226274.475100003
769,,SOUTHEAST,,,,6TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728973.6673,5226238.777900003,-13728973.6673,5226238.777900003
233,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728951.2677,5227045.058399998,-13728951.2677,5227045.058399998
229,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728939.0229,5227039.4582,-13728939.0229,5227039.4582
309,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Other,-13729079.2958,5227077.9157000035,-13729079.2958,5227077.9157000035
307,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13729046.4266,5227077.1624,-13729046.4266,5227077.1624
229,,NORTHEAST,,,,B,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728250.6449,5227439.410499997,-13728250.6449,5227439.410499997
233,,NORTHEAST,,,,B,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728234.7089,5227403.178300001,-13728234.7089,5227403.178300001
751,,SOUTHEAST,,,,7TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728831.6108,5226218.403999999,-13728831.6108,5226218.403999999
757,,SOUTHEAST,,,,7TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728849.6464,5226189.435000002,-13728849.6464,5226189.435000002
785,,SOUTHEAST,,,,7TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13728873.474399999,5226142.085699998,-13728873.474399999,5226142.085699998
1414,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730498.193799999,5226749.964000002,-13730498.193799999,5226749.964000002
1402,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730408.3803,5226748.840999998,-13730408.3803,5226748.840999998
1419,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730524.2782,5226709.986599997,-13730524.2782,5226709.986599997
1415,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730501.8997,5226709.811800003,-13730501.8997,5226709.811800003
1411,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730463.659699999,5226710.905299999,-13730463.659699999,5226710.905299999
1407,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730439.0803,5226710.321199998,-13730439.0803,5226710.321199998
606,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730397.0767,5226695.0053,-13730397.0767,5226695.0053
430,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730401.2405,5226791.0603,-13730401.2405,5226791.0603
436,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730400.8026,5226774.971500002,-13730400.8026,5226774.971500002
1510,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730585.224100001,5226753.364799999,-13730585.224100001,5226753.364799999
1515,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730624.9412,5226713.072899997,-13730624.9412,5226713.072899997
1509,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730588.2959,5226709.1022000015,-13730588.2959,5226709.1022000015
1505,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730562.1984,5226711.719300002,-13730562.1984,5226711.719300002
1501,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730543.0594,5226709.859499998,-13730543.0594,5226709.859499998
422,,SOUTHWEST,,,,WILDWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730548.477699999,5226839.947999999,-13730548.477699999,5226839.947999999
426,,SOUTHWEST,,,,WILDWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730547.517900001,5226817.292800002,-13730547.517900001,5226817.292800002
427,,SOUTHWEST,,,,WILDWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730505.6257,5226817.066399999,-13730505.6257,5226817.066399999
430,,SOUTHWEST,,,,WILDWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730548.369199999,5226796.154700004,-13730548.369199999,5226796.154700004
433,,SOUTHWEST,,,,WILDWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Current,-13730504.2493,5226790.331200004,-13730504.2493,5226790.331200004
1502,,SOUTHWEST,,,,K,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730556.012600001,5226753.318999998,-13730556.012600001,5226753.318999998
437,,SOUTHWEST,,,,WILDWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730504.6281,5226777.931100003,-13730504.6281,5226777.931100003
608,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730403.2896,5226670.445699997,-13730403.2896,5226670.445699997
610,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730397.9289,5226640.839299999,-13730397.9289,5226640.839299999
700,,SOUTHWEST,,,,GREENWOOD,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730396.2143,5226607.861699998,-13730396.2143,5226607.861699998
615,,SOUTHWEST,,,,WESTHOLM,AVENUE,,,,,97526,GRANTS PASS,OR,Other,-13730646.2942,5226633.7114999965,-13730646.2942,5226633.7114999965
1440,,SOUTHWEST,,,,CYPRESS,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730613.3884,5226614.340099998,-13730613.3884,5226614.340099998
1436,,SOUTHWEST,,,,CYPRESS,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730589.1153,5226616.2425,-13730589.1153,5226616.2425
1432,,SOUTHWEST,,,,CYPRESS,STREET,,,,,97526,GRANTS PASS,OR,Other,-13730560.008000001,5226621.506200001,-13730560.008000001,5226621.506200001
